PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
460635607,https://www.facebook.com/ajc/posts/pfbid02mqpamALF62mL9eVPtCvkAZcNXESWjymnVWYoAQK4vHi257QRs3B6WXqhcTRwMyXil,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":881000,""following_count"":0,""like_count"":827216,""post_count"":39,""views_count"":0,""comment_count"":null,""share_count"":null}","Calling all foodies! 🍔 The Atlanta Braves are all set to make your dining experience a homerun! ⚾ The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4.", ,no longer populated,,2025-03-16T23:30:01.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSkZJV2pjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9bf5c91ff61f321e8cc57323f2fa95bfd58605da/post-16547580-460635607-thumbnail,8,1,2,0,,
460960498,https://www.facebook.com/ajc/posts/pfbid0iJBPqzhtEoABJpPDNKupqFTfEaSfaFRH7VxPYLpkyKT1gRYoVvm1uazkzQDXZRH5l,,Facebook,1172477,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":853158,""following_count"":0,""like_count"":1640,""post_count"":40,""views_count"":0,""comment_count"":397,""share_count"":110}","Calling all foodies! 🍔 The Atlanta Braves are all set to make your dining experience a homerun! ⚾ The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4.", ,no longer populated,,2025-03-16T23:30:01.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTWtYWkRjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a5243037d3bec41c942a125eb3a1612dad471baa/post-1172477-460960498-thumbnail,8,1,2,0,,
459801805,https://www.facebook.com/ajc/posts/pfbid02mMReMzpe2pB7xbZQ1XeXNavU8BnCYBjqzYs9F74P9Ky4UPbaRxh55ZVoR4xom5UXl,,Facebook,1172477,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":853158,""following_count"":0,""like_count"":1640,""post_count"":40,""views_count"":0,""comment_count"":397,""share_count"":110}","The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4. ", ,no longer populated,,2025-03-16T02:30:04.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT3UzUURjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--28dabf6a9a09a88aa934bb3a9e32b20e6fde7e9c/post-1172477-459801805-thumbnail,13,0,0,0,,
459845263,https://www.facebook.com/ajc/posts/pfbid02mMReMzpe2pB7xbZQ1XeXNavU8BnCYBjqzYs9F74P9Ky4UPbaRxh55ZVoR4xom5UXl,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":881000,""following_count"":0,""like_count"":827216,""post_count"":39,""views_count"":0,""comment_count"":null,""share_count"":null}","The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4. ", ,no longer populated,,2025-03-16T02:30:04.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTRnUWpjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2739ed51398bf2072ba19950f9753656d6aa8187/post-16547580-459845263-thumbnail,10,0,0,0,,
459184991,https://twitter.com/WGAUradio/status/1900709831490548063,,Twitter,7007691,WGAUradio,blank_for_now,blank_for_now,"{""follower_count"":1326,""following_count"":837,""like_count"":201,""post_count"":45607,""views_count"":82965,""comment_count"":60,""share_count"":79}","Among the eight vendors selected are well-known Atlanta eateries such as NFA Burger, Fred’s Meat &amp; Bread, and Pepper’s Hotdogs, along with a rotating stall that will support the Atlanta-based nonprofit Giving Kitchen. https://t.co/CVW9yBTNaC", ,no longer populated,,2025-03-15T00:45:11.000Z,post data removed,,0,0,0,44,,
458854330,https://www.youtube.com/watch?v=-g44J0i_TNg,,YouTube,3674,Atlanta News First ,blank_for_now,blank_for_now,"{""follower_count"":386000,""following_count"":0,""like_count"":1730064,""post_count"":52376,""views_count"":277528743,""comment_count"":516199,""share_count"":0}","Truist Park plans to cover all its bases in its newest food hall, which fans will soon be able to enjoy.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p", ,no longer populated,,2025-03-14T17:28:36.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCR3BKSmpjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--54dc5ea2bf2a830c28d57534f38fde7bd9287ed6/post-3674-458854330-thumbnail,3,0,0,108,,
458809136,https://www.facebook.com/ajc/posts/pfbid0RuHWbC2hixmLhLJxu31Cv7o7w4vkQFCSmzz3hLs7H8VXqRi9gTC1XQPK4o2gFj3ul,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":881000,""following_count"":0,""like_count"":827216,""post_count"":39,""views_count"":0,""comment_count"":null,""share_count"":null}","Calling all foodies! 🍔 The Atlanta Braves are all set to make your dining experience a homerun! ⚾ The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4. ", ,no longer populated,,2025-03-14T15:00:52.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUHZ2SkRjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1c8c64b866a0efec08e97ea94d12cfa3fd466ba5/post-16547580-458809136-thumbnail,5,0,2,0,,
458867066,https://www.facebook.com/ajc/posts/pfbid0RuHWbC2hixmLhLJxu31Cv7o7w4vkQFCSmzz3hLs7H8VXqRi9gTC1XQPK4o2gFj3ul,,Facebook,1172477,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":853158,""following_count"":0,""like_count"":1640,""post_count"":40,""views_count"":0,""comment_count"":397,""share_count"":110}","Calling all foodies! 🍔 The Atlanta Braves are all set to make your dining experience a homerun! ⚾ The Atlanta Braves have announced the eight vendors that will occupy Outfield Market, the new food hall inside Truist Park that will debut at the team’s home opener on April 4. ", ,no longer populated,,2025-03-14T15:00:52.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTJnSmpjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--cc2b37e0565fcf46d280cd5dd02febfc63685c1b/post-1172477-458867066-thumbnail,7,0,2,0,,
458247214,https://twitter.com/AtlBizChron/status/1900264826070351955,,Twitter,10183858,Atlanta Business Chronicle,blank_for_now,blank_for_now,"{""follower_count"":203048,""following_count"":22945,""like_count"":5409,""post_count"":94418,""views_count"":2595083,""comment_count"":533,""share_count"":2399}",The Braves' home opening is set for April 4 against the Miami Marlins. https://t.co/7TzCVtAKD1, ,no longer populated,,2025-03-13T19:16:54.000Z,post data removed,,0,0,0,471,,
448176350,https://twitter.com/Deseret/status/1895187147055145354,,Twitter,6921366,Deseret News,blank_for_now,blank_for_now,"{""follower_count"":128662,""following_count"":173,""like_count"":null,""post_count"":222460,""views_count"":null,""comment_count"":null,""share_count"":null}","There are plenty of baseball fans of a certain age that are disappointed that Dale Murphy isn’t in the Baseball Hall of Fame. | By Jeff Call

https://t.co/eka8fpAAax", ,no longer populated,,2025-02-27T19:00:01.000Z,post data removed,,2,2,0,660,,
